Seed,AUC-ROC,Brier,ECE
42,0.7578571428571428,0.18018779927069312,0.11815667428076268
123,0.7385714285714285,0.18780613985858838,0.11879029657691717
456,0.7778571428571429,0.1688846540765111,0.08377164531499147
789,0.7792857142857144,0.16602025834052314,0.05855606131255629
2024,0.7892857142857144,0.16210860156467646,0.06725257910788059
