Seed,AUC-ROC,Brier,ECE
42,0.798826923076923,0.1827794388323848,0.02187350618138368
123,0.7745412087912088,0.19418557867378047,0.02837256764562134
456,0.7899565018315018,0.1865586185242262,0.02068929406271154
789,0.7963685897435897,0.18331214756475614,0.020974518770412537
2024,0.8035970695970696,0.18056232858990953,0.030779550966751498
